Country,Company Name,Year,Sector,DealType,DealSubtype, Proceeds ($ millions) 
Moldova,Chisinau Red Centru Sud,2000,Infrastructure,Divestiture,Full, 25.30 
Moldova,Molgkarton,2001,Competitive,,, 2.20 
Moldova,Kelerash,2003,Competitive,Private Sale,, 3.70 
Moldova,Nis-Struguras,2004,Competitive,,, 4.70 
Moldova,Eventis Mobile,2007,Infrastructure,Greenfield project,Merchant (100%), 8.00 
Montenegro,Mtel ,2007,Infrastructure,Greenfield project,Merchant (100%), 21.50 
Morocco,Maroc Telecom,2000,Infrastructure,Private Sale,," 2,110.00 "
Morocco,Regie des Tabacs,2003,Competitive,Divestiture,Partial," 1,550.80 "
Morocco,Banque Central Populaire,2004,Financial,,Partial, 86.00 
Morocco,Maroc Telecom,2004,Infrastructure,Direct Sale,," 2,530.00 "
Morocco,Sunabel/Suta/Sura/Sucrafor,2005,Competitive,Auction,, 146.60 
Morocco,Altadis Maroc/Régie des Tabacs,2006,Competitive,Divestiture,Partial (20%), 466.00 
Morocco,Société Marocaine du Thé et du Sucre (Somathés),2006,Competitive,Divestiture,, 61.18 
Morocco,Maroc Connect (Wana),2006,Infrastructure,Greenfield,, 41.00 
Morocco,Maroc Telecom,2006,Infrastructure,Divestiture,Partial, 41.00 
Morocco,Medi Telecom,2006,Infrastructure,Greenfield,, 41.00 
Morocco,Comanav,2007,Competitive,Divestiture,Partial (99.49%), 256.00 
Morocco,Drapor,2007,Competitive,Divestiture,Full , 38.60 
Morocco,Maroc Telecom,2007,Infrastructure,Divestiture,Partial (4%), 552.20 
Mozambique,Maputo Corridor Railway,2002,Infrastructure,Concession,"Rehabilitate, operate, and transfer", 67.70 
Mozambique,Maputo Port,2003,Infrastructure,Concession,"Rehabilitate, operate, and transfer", 70.00 
Mozambique,Vodacom Mozambique,2003,Infrastructure,Greenfield project,"Build, own, and transfer", 15.00 
Namibia,Powercom (Pty) Limited,2007,Infrastructure,Greenfield project,Merchant (100%), 8.50 
Nepal,Spice Nepal Private Limited,2000,Infrastructure,Divestiture,Full, 15.10 
Nepal,Nepal Tea Development Corporation,2002,Competitive,Greenfield project,"Build, own, and operate", 3.41 
Nepal,United Telecom Limited,2002,Infrastructure,Greenfield project,"Build, own, and operate", 1.30 
Nicaragua,"Empresa Distribuidora de Electricidad del Norte,  Empresa Distribuidora de Electricidad del Sur S. A.",2000,Infrastructure,Divestiture,Full, 115.00 
Nicaragua,Enitel,2001,Infrastructure,Divestiture,Partial, 33.00 
Nicaragua,Enitel,2001,Infrastructure,Divestiture,Partial, 10.00 
Nicaragua,PCS Digital Nicaragua,2002,Infrastructure,Greenfield project,"Build, own, and operate", 7.10 
Nicaragua,Enitel,2004,Infrastructure,,, 49.00 
Niger,Celtel Niger,2000,Infrastructure,Greenfield project,"Build, own, and operate", 5.70 
Niger,Telecel Niger,2000,Infrastructure,Greenfield project,"Build, own, and operate", 5.80 
Niger,Societe d'exploitation des eaux du Niger (SEEN),2001,Infrastructure,Management and lease contract,Lease contract, 3.40 
Niger,Sonitel,2001,Infrastructure,Divestiture,Partial, 15.80 
Niger,Orange Niger,2007,Infrastructure,Greenfield project,Merchant (100%), 72.00 
Nigeria,Ashaka Cement Company,2000,Competitive,,, 15.07 
Nigeria,African Petroleum,2000,Energy,,, 22.08 
Nigeria,Unipetrol,2000,Energy,,, 15.26 
Nigeria,FSB International Bank Plc,2000,Financial,,, 15.35 
Nigeria,Benue Cement Company,2001,Competitive,,, 8.82 
Nigeria,Calabar Cement Company,2001,Competitive,,, 9.98 
Nigeria,Cement Company of Northern Nigeria Plc (CCNN),2001,Competitive,,, 5.98 
Nigeria,Nigeria Cement Company (Nigercem),2001,Competitive,,, 13.49 
Nigeria,West African Portland Cement Company (WAPCO),2001,Competitive,,, 27.61 
Nigeria,National Oil and Chemical Marketing Plc,2001,Energy,,, 71.04 
Nigeria,Afribank Nigeria,2001,Financial,,, 9.85 
Nigeria,Assurance Bank,2001,Financial,,, 7.68 
Nigeria,International Merchant Bank,2001,Financial,,, 9.85 
Nigeria,NAL merchant bank plc,2001,Financial,,, 14.40 
Nigeria,MTN Nigeria,2001,Infrastructure,,, 285.00 
Nigeria,Vmobile,2001,Infrastructure,,, 285.00 
Nigeria,Caterers Court,2002,Competitive,,, 6.30 
Nigeria,Durbar Hotels,2002,Competitive,,, 2.98 
Nigeria,Electricity Meter Company of Nigeria,2002,Competitive,,, 3.84 
Nigeria,Festac 77 hotel,2002,Competitive,,, 10.56 
Nigeria,National Truck Manufacturers,2002,Competitive,,, 6.40 
Nigeria,Nicon Hilton Hotel Abuja,2002,Competitive,,, 31.70 
Nigeria,Savannah Sugar Company,2002,Competitive,,, 16.29 
Nigeria,Sheraton,2002,Competitive,,, 44.20 
Nigeria,Niger Insurance,2002,Financial,Greenfield project,"Build, own, and operate", 5.97 
Nigeria,Nigeria Insurance Plc,2002,Financial,Greenfield project,"Build, own, and operate", 6.05 
Nigeria,Nigeria Reinsurance Corporation,2002,Financial,,, 9.66 
Nigeria,Globacom,2002,Infrastructure,Greenfield project,"Build, own, and operate", 200.00 
Nigeria,Central Hotel,2004,Competitive,Divestiture,, 4.94 
Nigeria,Daily Times of Nigeria,2004,Competitive,Divestiture,, 9.60 
Nigeria,National Trucks Manufacturers,2004,Competitive,Divestiture,, 2.90 
Nigeria,NPA Quarters (Ikoyi hotels),2004,Competitive,Divestiture,, 2.70 
Nigeria,Ore-Irele Oil Palm,2004,Competitive,Divestiture,, 1.00 
Nigeria,Peugeot Automobile Nigeria Ltd,2004,Competitive,Divestiture,, 12.30 
Nigeria,"West African Refinery Company, Ltd. Sierra Leone",2004,Energy,Divestiture,, 353.00 
Nigeria,Afribank Plc,2005,Competitive,Share Flotation,, 4.80 
Nigeria,Delta Steel Companies,2005,Competitive,Divestiture,, 8.40 
Nigeria,"Eleme Petrochemicals Company, Ltd.",2005,Competitive,Divestiture,, 145.70 
Nigeria,Federal Super-Phosphate Company,2005,Competitive,Tender,, 3.80 
Nigeria,Jos Steel Rolling Compnay,2005,Competitive,Divestiture,, 6.20 
Nigeria,Kano Bricks and Clay,2005,Competitive,Divestiture,, 1.34 
Nigeria,Katsina Steel Rolling Mill,2005,Competitive,Divestiture,, 2.60 
Nigeria,Leyland Nigeria Limited,2005,Competitive,Divestiture,Revalidation of Sale, 1.36 
Nigeria,National Aviation Handling Company,2005,Competitive,Divestiture,, 6.90 
Nigeria,National Fertlizer Company,2005,Competitive,Tender,, 151.00 
Nigeria,Nicon Hilton Hotel,2005,Competitive,Tender,, 105.00 
Nigeria,"Nigerian Sugar Company, Bacita",2005,Competitive,Divestiture,, 7.66 
Nigeria,Oshogbo Steel Rolling Company,2005,Competitive,Divestiture,, 13.60 
Nigeria,Volkswagen Nigeria Ltd,2005,Competitive,Divestiture,, 4.60 
Nigeria,Nicon Insurance,2005,Financial,,, 46.89 
Nigeria,APAPA Port Terminal,2005,Infrastructure,Concession,25yr Operating Concession," 1,061.00 "
Nigeria,"APAPA Port, Terminal A",2005,Infrastructure,Concession,25yr Operating Concession, 18.00 
Nigeria,"APAPA Port, Terminal B",2005,Infrastructure,Concession,25yr Operating Concession, 12.00 
Nigeria,"APAPA Port, Terminal C",2005,Infrastructure,Concession,10yr Operating Concession, 14.00 
Nigeria,"APAPA Port, Terminal D",2005,Infrastructure,Concession,10yr Operating Concession, 12.00 
Nigeria,"APAPA Port, Terminal E",2005,Infrastructure,Concession,25yr Operating Concession, 25.00 
Nigeria,"Calabar Port, Terminal A",2005,Infrastructure,Concession,25yr Operating Concession, 3.00 
Nigeria,Lilypond Container Terminal,2005,Infrastructure,Concession,10yr Operating Concession, 10.00 
Nigeria,Nigeria Unity Line,2005,Infrastructure,Divestiture,, 19.30 
Nigeria,"Onne Federal Lighter, Terminal A",2005,Infrastructure,Concession,25yr Operating Concession, 17.00 
Nigeria,"Onne Federal Lighter, Terminal B",2005,Infrastructure,Concession,25yr Operating Concession, 29.00 
Nigeria,Onne Federal Ocean Terminal A,2005,Infrastructure,Concession,25yr Operating Concession, 38.00 
Nigeria,"Port Harcourt, Terminal A",2005,Infrastructure,Concession,15yr Operating Concession, 91.00 
Nigeria,"Port Harcourt, Terminal A",2005,Infrastructure,Concession,20yr Operating Concession, 21.00 
Nigeria,"Tin Can Island, RoRo Terminal",2005,Infrastructure,Concession,15yr Operating Concession, 87.00 
Nigeria,"Tin Can Island, Terminal A",2005,Infrastructure,Concession,10yr Operating Concession, 14.00 
Nigeria,"Tin Can Island, Terminal B",2005,Infrastructure,Concession,15yr Operating Concession, 83.00 
Nigeria,"Tin Can Island, Terminal C",2005,Infrastructure,Concession,10yr Operating Concession, 104.00 
Nigeria,"Warri New, Terminal B",2005,Infrastructure,Concession,25yr Operating Concession, 7.00 
Nigeria,"Warri Old, Terminal A",2005,Infrastructure,Concession,25yr Operating Concession, 3.00 
Nigeria,Abuja International Hotels Limited(Le-meridian hotel),2006,Competitive,Divestiture,, 49.50 
Nigeria,Anambra Motor Manufacturing Company Limited,2006,Competitive,Divestiture,, 5.00 
Nigeria,Central Packages of Nigeria Limited,2006,Competitive,Divestiture,, 1.50 
Nigeria,Iwopin Pulp & Paper Company  Limited,2006,Competitive,Divestiture,, 6.50 
Nigeria,National Clearing and Forwarding Agency,2006,Competitive,Divestiture,, 24.50 
Nigeria,Nigeria Newsprint Manufacturing company ltd,2006,Competitive,Divestiture,, 52.60 
Nigeria,Nigeria Paper Mill,2006,Competitive,Divestiture,, 2.70 
Nigeria,Sunti Sugar Company limited,2006,Competitive,Divestiture,, 427.00 
Nigeria,"Stallion House,V.I.Lagos",2006,Financial,Divestiture,, 17.40 
Nigeria,Central Railway,2006,Infrastructure,Concession,"Rehabilitate, lease or rent, and transfer", 6.00 
Nigeria,Danjay Telecoms Ltd.,2006,Infrastructure,Greenfield,, 2.00 
Nigeria,Gicell Wireless Ltd.,2006,Infrastructure,Greenfield,, 2.00 
Nigeria,Nigerian Telecommunications Ltd (Nitel),2006,Infrastructure,Divestiture,Partial (75%), 750.00 
Nigeria,"Port of Calabar, new section",2006,Infrastructure,Concession,"Rehabilitate, lease or rent, and transfer", 30.00 
Nigeria,"Port of Warri, old section, Terminal B",2006,Infrastructure,Concession,"Rehabilitate, lease or rent, and transfer", 2.00 
Nigeria,Prest Cable & Satellite TV Systems Ltd. (PresTel),2006,Infrastructure,Greenfield,, 2.00 
Nigeria,Bitumen Block 1,2006,Primary,Concession,, 1.40 
Nigeria,Bitumen Block 2,2006,Primary,Concession,, 19.00 
Nigeria,Ajaookuta Steel Complex,2007,Competitive,,, 53.73 
Nigeria,Ayip-Eku Oil Palm,2007,Competitive,,, 4.31 
Nigeria,Onigolo Cement Company,2007,Competitive,,, 14.55 
Nigeria,Dowell Schlumberger Nigeria Limited,2007,Energy,,, 3.96 
Nigeria,M-I Nigeria Limited,2007,Energy,,, 2.54 
Nigeria,Sedco Forex of Nigeria Limited,2007,Energy,,, 1.85 
Nigeria,Lagos International Trade Fair Complex,2007,Financial,,, 326.80 
Nigeria,Tafawa Balewa Square,2007,Financial,,, 77.50 
Nigeria,Alheri Engineering Limited,2007,Infrastructure,Greenfield project,Merchant (100%), 150.00 
Nigeria,Egbin power plant,2007,Infrastructure,Divestiture,Partial (51%), 280.00 
Nigeria,Emerging Markets Telecommunications Services (EMTS),2007,Infrastructure,Greenfield project,Merchant (100%), 400.00 
Nigeria,Ezimo Coal Block,2007,Primary,,, 8.37 
Nigeria,Inyi Coal Block,2007,Primary,,, 1.65 
Nigeria,Ogboyega I,2007,Primary,,, 7.61 
Nigeria,Ogboyega II,2007,Primary,,, 7.92 
Nigeria,Ogwashi Azagba Coal Block,2007,Primary,,, 3.92 
Nigeria,Okaba Coal Block,2007,Primary,,, 10.83 
Oman,Nawras Telecom,2005,Infrastructure,Greenfield project,"Build, own, and transfer", 104.00 
Oman,Oman Telecommunications Company,2005,Infrastructure,Divestiture,Partial, 748.00 
Pakistan,SNGPL LPG Business,2001,Energy,Divestiture,Partial, 2.50 
Pakistan,Muslim Commercial Bank,2001,Financial,,, 9.90 
Pakistan,Muslim Commercial Bank,2001,Financial,Divestiture,, 6.50 
Pakistan,E&M Oil Mills,2002,Competitive,,, 1.65 
Pakistan,Pak Saud Fertilizers,2002,Competitive,,, 14.30 
Pakistan,Pakistan Oil Fields,2002,Energy,,, 88.68 
Pakistan,Bank Alfalah,2002,Financial,,, 3.81 
Pakistan,ICP -Investment Corporation of Pakistan,2002,Financial,,, 3.07 
Pakistan,ICP Lot B (State Enterpise Mutual Fund),2002,Financial,,, 5.32 
Pakistan,Muslim Commercial Bank,2002,Financial,Divestiture,Full, 11.65 
Pakistan,National Bank of Pakistan,2002,Financial,Divestiture,Partial, 13.72 
Pakistan,NBP,2002,Financial,Divestiture,Full, 6.54 
Pakistan,United Bank,2002,Financial,Divestiture,Full, 216.67 
Pakistan,Kot Addu Power Co,2002,Infrastructure,,, 18.12 
Pakistan,Adhi,2002,Primary,,, 11.95 
Pakistan,Badin I,2002,Primary,,, 150.86 
Pakistan,Badin II (Revised),2002,Primary,,, 9.05 
Pakistan,Dhurnal,2002,Primary,Divestiture,Full, 4.04 
Pakistan,Turkwal,2002,Primary,Divestiture,Full, 2.11 
Pakistan,Habib Bank  Ltd,2003,Financial,Divestiture,Partial, 358.59 
Pakistan,ICP-State Enterprise Mutual Fund,2003,Financial,Divestiture,Full, 40.00 
Pakistan,Dandot Cement,2004,Competitive,Tender,, 0.14 
Pakistan,Falleti's Hotel Lahore,2004,Competitive,Tender,, 20.70 
Pakistan,Ittehad Chemicals,2004,Competitive,Tender,, 0.45 
Pakistan,Kohat Cement,2004,Competitive,Tender,, 0.70 
Pakistan,Kohinoor Oil Mills,2004,Competitive,Tender,, 1.38 
Pakistan,Pakistan International Airlines,2004,Competitive,Public Offer,Secondary Offering, 18.80 
Pakistan,Thatta Cement,2004,Competitive,Tender,, 13.60 
Pakistan,Pakistan Petroleum Ltd,2004,Energy,Public Offer,, 94.40 
Pakistan,Paktel,2004,Infrastructure,Greenfield project,"Build, own, and operate", 48.50 
Pakistan,Sui Southern Gas Company,2004,Infrastructure,Public Offer,Secondary Offering, 29.76 
Pakistan,Telenor Pakistan,2004,Infrastructure,Greenfield project,"Build, own, and transfer", 291.00 
Pakistan,Warid Telecommunications Pvt. Limited,2004,Infrastructure,Greenfield project,"Build, own, and transfer", 291.50 
Pakistan,Bolan Textile Mills,2005,Competitive,Tender,, 2.10 
Pakistan,Carrier Telephone Industries,2005,Competitive,Tender,, 8.00 
Pakistan,Mustehkam Cement,2005,Competitive,Tender,, 53.80 
Pakistan,Pak-Arab Fertlizers Ltd,2005,Competitive,Tender,, 242.00 
Pakistan,United Industries Ltd,2005,Competitive,Tender,, 0.13 
Pakistan,National Refinery Ltd,2005,Energy,Tender,, 281.60 
Pakistan,United Bank Ltd,2005,Financial,Public Offer,, 17.47 
Pakistan,Karachi Electric Supply Company,2005,Infrastructure,Divestiture,Partial, 268.00 
Pakistan,Kot Addu Power Company,2005,Infrastructure,Public Offer,, 77.60 
Pakistan,Pakcom Ltd.,2005,Infrastructure,Greenfield project,"Build, own, and operate", 48.30 
Pakistan,Pakistan Telecommunications,2005,Infrastructure,Public Offer,B Class Shares," 2,599.00 "
Pakistan,Paktel,2005,Infrastructure,Greenfield project,"Build, own, and operate", 48.50 
Pakistan,"Javedan Cement Co., Ltd.",2006,Competitive,Divestiture,, 71.93 
Pakistan,Lasbella Textile Mills,2006,Competitive,Auction,, 2.60 
Pakistan,Lyallpur Chemicals & Fertilizers,2006,Competitive,Auction,, 4.67 
Pakistan,PAK American Fertilizers,2006,Competitive,Public Offering,, 265.82 
Pakistan,OCDCL,2006,Energy,Public Offering,, 782.72 
Pakistan,OGDCL,2007,Energy,SPO,Partial (5%), 39.00 
Pakistan,Habib Bank Limited,2007,Financial,IPO,, 201.00 
Pakistan,United Bank Limited (UBL),2007,Financial,GDR offering,, 650.30 
Pakistan,United Bank Limited (UBL),2007,Financial,GDR offering,, 85.00 
Pakistan,Hazara Phosphate Fertilizers Limited,2008,Competitive,,,16.50
Panama,Claro Panama,2008,Infrastructure,Greenfield project,Merchant ,86.00
Panama,Digicel Panama,2008,Infrastructure,Greenfield project,Merchant ,86.00
Peru,Claro (TIM Peru),2000,Infrastructure,Divestiture,Full, 180.00 
Peru,Millicom Peru S. A.,2000,Infrastructure,Divestiture,Full, 9.80 
Peru,Empresa de Electricidad de los Andes SA,2001,Infrastructure,Greenfield project,"Build, own, and operate", 227.00 
Peru,Telefonica Moviles Peru,2001,Infrastructure,Greenfield project,"Build, own, and operate", 222.80 
Peru,Red de Energia del Peru,2002,Infrastructure,Divestiture,Full, 262.00 
Peru,La Pampilla Refinery,2004,Energy,,, 70.50 
Peru,Yuncan Hydroelectric Plant,2004,Infrastructure,Lease,Full, 205.00 
Peru,Las Bambas Mines,2004,Primary,Concession,, 121.60 
Peru,Mantaro-Socabaya Transmission Line,2006,Infrastructure,Greenfield,"Build, own and transfer", 17.70 
Peru,Telmex Peru,2006,Infrastructure,Greenfield,, 5.00 
Philippines,Philipine National Bank,2000,Financial,Concession,"Build, rehabilitate, operate, and transfer", 147.00 
Philippines,Caliraya-Botocan-Kalayaan Hydro Project,2001,Infrastructure,Concession,"Rehabilitate, operate, and transfer", 70.00 
Philippines,Subic Bay Power Distribution,2003,Infrastructure,Divestiture,Partial, 7.00 
Philippines,Agusan Hydroelectric Power Plant,2004,Infrastructure,Divestiture,Full, 1.50 
Philippines,Loboc Hydroelectric Power Plant,2004,Infrastructure,Divestiture,Full, 1.40 
Philippines,Talomo Hydroelectric Plant,2004,Infrastructure,Divestiture,Full, 1.30 
Philippines,Energy Development Co (EDC),2006,Infrastructure,Divestiture,Partial (40%), 300.00 
Philippines,Maynilad Water Services (second privatization,2006,Infrastructure,Concession,"Build, rehabilitate, operate and transfer", 56.70 
Philippines,Pantabangan-Masiway Hydroelectric Power Plant,2006,Infrastructure,Divestiture,Full, 129.00 
Philippines,PNOC-EDC,2007,Energy,Divestiture,Partial (60%)," 1,100.00 "
Philippines,Magat Hydroelectric Plant,2007,Infrastructure,Divestiture,Full , 530.00 
Philippines,Philippine Long Distance Telephone Company ,2007,Infrastructure,Divestiture,Full , 546.00 
Philippines,Masinloc Coal-Fired Thermal Power Plant,2008,Infrastructure,Divestiture,Full ,930.00
Philippines,Ambuklao-Binga Hydroelectric Power Complex ,2008,Infrastructure,Divestiture,Full ,325.00
Poland,FLT Iskra SA,2000,Competitive,Divestiture,Partial, 44.80 
Poland,Olsztynskie Fabryki Mebli,2000,Competitive,Divestiture,Partial, 4.32 
Poland,Opoczno SA,2000,Competitive,Divestiture,Partial, 75.20 
Poland,Orbis Hotels,2000,Competitive,Divestiture,, 133.00 
Poland,Piast Tourist,2000,Competitive,Divestiture,Partial, 3.08 
Poland,Polpharma SA,2000,Competitive,Divestiture,Partial, 75.20 
Poland,Tarnow Ceramics Plant,2000,Competitive,Divestiture,Partial, 2.70 
Poland,Warsaw Centrum,2000,Competitive,Divestiture,, 26.96 
Poland,Polski Concern Naftowy Orlen (PKN Orlen),2000,Energy,Divestiture,Partial, 708.60 
Poland,Bank Polska Kasa Opieki-Pekao,2000,Financial,,, 182.00 
Poland,Bedzin Heat and Power,2000,Infrastructure,Divestiture,Full, 7.80 
Poland,Elektrocieplownie Warszawskie SA,2000,Infrastructure,Divestiture,Partial, 235.00 
Poland,"Elektrownia im. Tadeusza Kosciuszki SA, Polaniec",2000,Infrastructure,Divestiture,Partial, 173.10 
Poland,"Elektrownia im. Tadeusza Kosciuszki SA, Polaniec",2000,Infrastructure,Divestiture,Partial, 82.40 
Poland,Kogeneracja,2000,Infrastructure,Divestiture,Partial, 45.00 
Poland,Telekomunikacja Polska (TPSA),2000,Infrastructure,Divestiture,," 4,300.00 "
Poland,Zespol Electroceiplowni Wybrzeze,2000,Infrastructure,Divestiture,Partial, 57.00 
Poland,KZPW Miedzianka SA,2000,Primary,Divestiture,, 18.00 
Poland,Dronimex Heintz,2001,Competitive,Divestiture,, 4.00 
Poland,Dyrekcja Eksploatacji System,2001,Competitive,Divestiture,, 76.30 
Poland,Gdansk Stocznia Remontowa,2001,Competitive,Divestiture,, 28.88 
Poland,Polmos Poznan,2001,Competitive,,, 70.95 
Poland,Polmos Starogard Gdanski,2001,Competitive,,, 8.55 
Poland,Rolimpex,2001,Competitive,,, 10.70 
Poland,WSK Gorzyce,2001,Competitive,Divestiture,, 18.00 
Poland,MEC Koszalin,2001,Energy,Divestiture,, 3.88 
Poland,Zec Zlotow,2001,Energy,Divestiture,, 1.35 
Poland,Elektrownia Rybnik,2001,Infrastructure,Divestiture,, 279.40 
Poland,Gornoslaski Zaklad Electroenergetyczny,2001,Infrastructure,Divestiture,, 265.50 
Poland,Telekomunikacja Polska (TPSA),2001,Infrastructure,Divestiture,, 902.00 
Poland,Zielona Gora,2001,Infrastructure,Divestiture,, 131.00 
Poland,Kopalnie Sorowcow Skalynch,2001,Primary,,, 1.98 
Poland,Olstynkie Kopalnie Surowcow,2001,Primary,Divestiture,, 2.97 
Poland,Akwawit SA,2002,Competitive,Divestiture,, 13.30 
Poland,Bester SA,2002,Competitive,,, 7.30 
Poland,Cefarm Warszawa,2002,Competitive,Divestiture,, 22.93 
Poland,Fabryka Wodek Gdanskich SA,2002,Competitive,Divestiture,, 8.87 
Poland,Polfa Grodzisk,2002,Competitive,Divestiture,, 30.10 
Poland,Polfa Lublin,2002,Competitive,Divestiture,, 8.81 
Poland,Polmos SA Wroclaw,2002,Competitive,Divestiture,, 15.52 
Poland,Polmos Torun,2002,Competitive,,, 4.74 
Poland,Uzdrowisko Naleczow SA,2002,Competitive,Divestiture,, 9.47 
Poland,Cuprum Bank,2002,Financial,Divestiture,, 7.30 
Poland,Bialystok Power Plant,2002,Infrastructure,,, 44.96 
Poland,Elektrocieplownia Torun and Energotor Torun,2002,Infrastructure,Divestiture,Full, 19.20 
Poland,Maczki Bor Sp. Z.O.,2002,Infrastructure,Divestiture,Partial, 7.63 
Poland,Skawina power plant,2002,Infrastructure,,, 80.80 
Poland,STOEN,2002,Infrastructure,Divestiture,, 495.90 
Poland,WSK Rzeszow,2002,Primary,,, 70.00 
Poland,Cefarm Krakow,2003,Competitive,Concession,"Rehabilitate, lease or rent, and transfer", 9.33 
Poland,Damel SA,2003,Competitive,,, 4.44 
Poland,Lmeat-Lukow SA,2003,Competitive,Divestiture,, 5.55 
Poland,Polmos SA,2003,Competitive,Divestiture,, 34.13 
Poland,Slaska Spolka Cukrowa SA,2003,Competitive,Divestiture,, 77.00 
Poland,ZPW Trzuskawica SA,2003,Competitive,Divestiture,, 21.12 
Poland,Baltic Container Terminal in Gdynia,2003,Infrastructure,Divestiture,, 41.00 
Poland,Gdansk Przedsiebiorstwo,2003,Infrastructure,Divestiture,Partial, 49.66 
Poland,Rybnik power Plant,2003,Infrastructure,,, 108.40 
Poland,Rybnik power Plant,2003,Infrastructure,,, 48.00 
Poland,Telbank SA,2003,Infrastructure,Divestiture,Full, 80.84 
Poland,Telekomunikacja Polska SA,2003,Infrastructure,Divestiture,Partial, 426.00 
Poland,Cefarm Lodz,2004,Competitive,Private Sale,, 5.53 
Poland,Optex Opoczno,2004,Competitive,Private Sale,, 43.00 
Poland,Pekaes SA,2004,Competitive,Public Offer,, 50.20 
Poland,Polskie Huty Stali SA,2004,Competitive,Private Sale,, 252.46 
Poland,PKO Bank Polski SA,2004,Financial,Public Offer,," 2,352.45 "
Poland,Impexmetal SA ,2005,Competitive,,, 59.54 
Poland,Polish Chemical Co Pulawy,2005,Competitive,Public Offer,, 91.60 
Poland,Polmos Bialystok,2005,Competitive,Private Sale,, 312.26 
Poland,Polmos Bialystok,2005,Competitive,Public Offer,, 91.87 
Poland,Totolotek ToTo-Mix SA,2005,Competitive,Private Sale,, 4.11 
Poland,Zelmer SA,2005,Competitive,Public Offer,, 34.30 
Poland,Zelmer SA,2005,Competitive,Private Sale,, 16.35 
Poland,Grupa Lotos,2005,Energy,Public Offer,, 302.25 
Poland,PGNiG,2005,Energy,Public Offer,, 838.20 
Poland,P4 Telecom,2005,Infrastructure,Greenfield project,"Build, own, and operate", 105.00 
Poland,Jelfa SA,2006,Competitive,Divestiture,Partial (47.8%), 92.55 
Poland,Kopex SA,2006,Competitive,Public Selection Process,Partial (64.64%), 25.60 
Poland,Ruch,2006,Competitive,Divestiture,Partial (27.5%), 27.50 
Poland,Sarzyna,2006,Competitive,Divestiture,Partial (80%), 78.99 
Poland,Zachem,2006,Competitive,Divestiture,Partial (80%), 25.56 
Poland,ZAT,2006,Competitive,Divestiture,Partial (80%), 112.92 
Poland,Elektrocieplownia Zdunska Wola Sp zoo,2006,Infrastructure,Divestiture,Partial (85%), 11.40 
Poland,CMC Zawiercie SA,2007,Competitive,,Partial (26.8%), 59.50 
Poland,Pfeiderer Prospan SA,2007,Competitive,,Partial (43.15%), 113.70 
Poland,Polskie Zaklady Lotnicze-PZL Mielec,2007,Competitive,,Full , 80.10 
Poland,Stocznia Gdansk,2007,Competitive,,Partial (75%), 180.16 
Poland,Zaklady Azotowe Pulawy,2007,Competitive,,Partial (9.66%, 37.10 
Poland,ENEA S.A. ,2008,Infrastructure,IPO,Partial,738.00
Poland,Skawina power plant ,2008,Infrastructure,Divestiture,,38.80
Poland,Tarnow,2008,Competitive,IPO,,135.00
Poland,Polfa Grodzisk,2008,Competitive,Private Sale,Partial (29.6%),46.15
Poland,Przedsiebiorstwo Produkcji Kruszyw w Dzialdowie Sp zoo,2008,Competitive,Private Sale,Partial (42.41%),1.90
Poland,ZEC ENERGOSERVICE Sp zoo,2008,Competitive,Private Sale,Partial (42.06%),1.13
Poland,Bydgoszcz Airport,2008,Infrastructure,Divestiture,Partial,8.30
Romania,Parc Turism Craiova (Romania),2000,Competitive,,, 4.30 
Romania,Stomil Belchatow SA,2000,Competitive,Private Sale,, 2.82 
Romania,Combinatul Siderurgic Resita,2000,Energy,,, 4.50 
Romania,Petromidia SA,2000,Energy,,, 50.00 
Romania,RGAB,2000,Infrastructure,,, 35.00 
Romania,Banca Agricola SA,2001,Financial,,, 7.01 
Romania,Santierul Naval Constantza,2002,Competitive,Private Sale,, 17.42 
Romania,ALRO,2002,Primary,Private Sale,, 11.40 
Romania,Iasitex Sa,2003,Competitive,,, 5.60 
Romania,ICMUG SA,2003,Competitive,,, 3.13 
Romania,Letea Trade Co,2003,Competitive,Divestiture,Partial, 26.07 
Romania,MAT SA,2003,Competitive,,, 2.26 
Romania,SC Petrotub SA Roman,2003,Competitive,Private Sale,, 5.95 
Romania,Sibac SA,2003,Competitive,,, 1.48 
Romania,Chimcomplex Borzesti,2003,Energy,Private Sale,, 29.60 
Romania,Banca Comerciala Romana,2003,Financial,Private Sale,, 222.00 
Romania,RomTelecom SA,2003,Infrastructure,Divestiture,Partial, 273.00 
Romania,RomTelecom SA,2003,Infrastructure,Concession,, 238.64 
Romania,Fabrica de Tancuri,2003,Other,Private Sale,, 3.23 
Romania,SC Industria Sarmei Campia Turzii,2003,Primary,Private Sale,, 2.76 
Romania,SC Siderurgica SA Hunedoara,2003,Primary,,, 1.00 
Romania,SNP Petrom,2004,Energy,,," 1,700.00 "
Romania,Romanian Development Bank,2004,Financial,Tender,, 56.10 
Romania,Distrigaz Nord S.A. (E.ON Gaz Romania),2004,Infrastructure,Divestiture,Partial, 159.00 
Romania,Distrigaz Sud,2004,Infrastructure,Divestiture,Partial, 158.00 
Romania,Orange Romania,2004,Infrastructure,Greenfield project,"Build, own, and operate", 45.00 
Romania,Vodafone Romania,2004,Infrastructure,Greenfield project,"Build, own, and operate", 45.00 
Romania,Electrica Banat & Dobrogea,2005,Infrastructure,Divestiture,Partial, 45.90 
